date,symbol,open_price,high_price,low_price,close_price,sentiment_score,relevance_score
2021-12-31,AAPL,178.08999633789062,179.22999572753906,177.25999450683594,177.57000732421875,,
2022-01-03,AAPL,177.8300018310547,182.8800048828125,177.7100067138672,182.00999450683594,0.0761038961038961,0.002
2022-01-04,AAPL,182.6300048828125,182.94000244140625,179.1199951171875,179.6999969482422,0.1307998819362456,0.002045454545454545
2022-01-05,AAPL,179.61000061035156,180.1699981689453,174.63999938964844,174.9199981689453,0.19444444444444445,0.0026666666666666666
2022-01-06,AAPL,172.6999969482422,175.3000030517578,171.63999938964844,172.0,0.23333333333333336,0.0045
2022-01-07,AAPL,172.88999938964844,174.13999938964844,171.02999877929688,172.1699981689453,0.19090909090909092,0.0014
2022-01-10,AAPL,169.0800018310547,172.5,168.1699981689453,172.19000244140625,0.2403846153846154,0.0033076923076923075
2022-01-11,AAPL,172.32000732421875,175.17999267578125,170.82000732421875,175.0800018310547,0.011111111111111112,0.0007777777777777778
2022-01-12,AAPL,176.1199951171875,177.17999267578125,174.82000732421875,175.52999877929688,-0.10164930555555556,0.000875
2022-01-13,AAPL,175.77999877929688,176.6199951171875,171.7899932861328,172.19000244140625,0.0,0.001
2022-01-14,AAPL,171.33999633789062,173.77999877929688,171.08999633789062,173.07000732421875,-0.07244897959183673,0.0
2022-01-18,AAPL,171.50999450683594,172.5399932861328,169.41000366210938,169.8000030517578,0.06321924603174603,0.005125
2022-01-19,AAPL,170.0,171.0800018310547,165.94000244140625,166.22999572753906,0.054407713498622584,0.004727272727272727
2022-01-20,AAPL,166.97999572753906,169.67999267578125,164.17999267578125,164.50999450683594,-0.1,0.003333333333333333
2022-01-21,AAPL,164.4199981689453,166.3300018310547,162.3000030517578,162.41000366210938,0.28909090909090907,0.0048000000000000004
2022-01-24,AAPL,160.02000427246094,162.3000030517578,154.6999969482422,161.6199951171875,0.05277777777777778,0.0030000000000000005
2022-01-25,AAPL,158.97999572753906,162.75999450683594,157.02000427246094,159.77999877929688,0.07626262626262627,0.0026666666666666666
2022-01-26,AAPL,163.5,164.38999938964844,157.82000732421875,159.69000244140625,0.09166666666666667,0.0
2022-01-27,AAPL,162.4499969482422,163.83999633789062,158.27999877929688,159.22000122070312,0.07459207459207459,0.0018461538461538461
2022-01-28,AAPL,165.7100067138672,170.35000610351562,162.8000030517578,170.3300018310547,0.05696969696969697,0.005900000000000001
2022-01-31,AAPL,170.16000366210938,175.0,169.50999450683594,174.77999877929688,0.10520833333333333,0.00175
2022-02-01,AAPL,174.00999450683594,174.83999633789062,172.30999755859375,174.61000061035156,0.0,0.0
2022-02-02,AAPL,174.75,175.8800048828125,173.3300018310547,175.83999633789062,0.1009641873278237,0.004454545454545455
2022-02-03,AAPL,174.47999572753906,176.24000549316406,172.1199951171875,172.89999389648438,-0.0018518518518518515,0.0035555555555555557
2022-02-04,AAPL,171.67999267578125,174.10000610351562,170.67999267578125,172.38999938964844,-0.009242424242424245,0.0020666666666666667
2022-02-07,AAPL,172.86000061035156,173.9499969482422,170.9499969482422,171.66000366210938,0.19285714285714287,0.003428571428571429
2022-02-08,AAPL,171.72999572753906,175.35000610351562,171.42999267578125,174.8300018310547,0.21212121212121213,0.005
2022-02-09,AAPL,176.0500030517578,176.64999389648438,174.89999389648438,176.27999877929688,0.3058922558922559,0.0026666666666666666
2022-02-10,AAPL,174.13999938964844,175.47999572753906,171.5500030517578,172.1199951171875,-0.052727272727272734,0.0028
2022-02-11,AAPL,172.3300018310547,173.0800018310547,168.0399932861328,168.63999938964844,0.052651515151515144,0.00675
2022-02-14,AAPL,167.3699951171875,169.5800018310547,166.55999755859375,168.8800048828125,0.14499072356215215,0.0
2022-02-15,AAPL,170.97000122070312,172.9499969482422,170.25,172.7899932861328,0.10606060606060606,0.0023333333333333335
2022-02-16,AAPL,171.85000610351562,173.33999633789062,170.0500030517578,172.5500030517578,0.047619047619047616,0.0
2022-02-17,AAPL,171.02999877929688,171.91000366210938,168.47000122070312,168.8800048828125,0.1326923076923077,0.004076923076923077
2022-02-18,AAPL,169.82000732421875,170.5399932861328,166.19000244140625,167.3000030517578,0.08409090909090909,0.003272727272727273
2022-02-22,AAPL,164.97999572753906,166.69000244140625,162.14999389648438,164.32000732421875,0.07708333333333332,0.004
2022-02-23,AAPL,165.5399932861328,166.14999389648438,159.75,160.07000732421875,0.1111111111111111,0.002111111111111111
2022-02-24,AAPL,152.5800018310547,162.85000610351562,152.0,162.74000549316406,-0.0284992784992785,0.0
2022-02-25,AAPL,163.83999633789062,165.1199951171875,160.8699951171875,164.85000610351562,0.05819418676561534,0.002428571428571429
2022-02-28,AAPL,163.05999755859375,165.4199981689453,162.42999267578125,165.1199951171875,0.023611111111111114,0.004533333333333334
2022-03-01,AAPL,164.6999969482422,166.60000610351562,161.97000122070312,163.1999969482422,0.016965534465534463,0.0005384615384615384
2022-03-02,AAPL,164.38999938964844,167.36000061035156,162.9499969482422,166.55999755859375,0.13266666666666665,0.0018
2022-03-03,AAPL,168.47000122070312,168.91000366210938,165.5500030517578,166.22999572753906,0.09027391259534118,0.0010476190476190477
2022-03-04,AAPL,164.49000549316406,165.5500030517578,162.10000610351562,163.1699981689453,0.13115625956535049,0.004545454545454546
2022-03-07,AAPL,163.36000061035156,165.02000427246094,159.0399932861328,159.3000030517578,0.14431818181818182,0.0049
2022-03-08,AAPL,158.82000732421875,162.8800048828125,155.8000030517578,157.44000244140625,0.046602746212121224,0.0036249999999999998
2022-03-09,AAPL,161.47999572753906,163.41000366210938,159.41000366210938,162.9499969482422,0.13298898071625345,0.006727272727272727
2022-03-10,AAPL,160.1999969482422,160.38999938964844,155.97999572753906,158.52000427246094,0.04780303030303032,0.0028
2022-03-11,AAPL,158.92999267578125,159.27999877929688,154.5,154.72999572753906,0.09065656565656566,0.0009333333333333333
2022-03-14,AAPL,151.4499969482422,154.1199951171875,150.10000610351562,150.6199951171875,0.22544677544677544,0.009153846153846155
2022-03-15,AAPL,150.89999389648438,155.57000732421875,150.3800048828125,155.08999633789062,0.07181818181818182,0.003888888888888889
2022-03-16,AAPL,157.0500030517578,160.0,154.4600067138672,159.58999633789062,0.0937062937062937,0.0037692307692307695
2022-03-17,AAPL,158.61000061035156,161.0,157.6300048828125,160.6199951171875,0.10202020202020201,0.001888888888888889
2022-03-18,AAPL,160.50999450683594,164.47999572753906,159.75999450683594,163.97999572753906,0.21125,0.0014
2022-03-21,AAPL,163.50999450683594,166.35000610351562,163.00999450683594,165.3800048828125,0.12692307692307692,0.0013076923076923079
2022-03-22,AAPL,165.50999450683594,169.4199981689453,164.91000366210938,168.82000732421875,0.12585858585858584,0.0017000000000000001
2022-03-23,AAPL,167.99000549316406,172.63999938964844,167.64999389648438,170.2100067138672,0.0883812615955473,0.004714285714285714
