days_since_start,date,subjectivity,sentiment_score,relevance_score,Open,High,Low,Close,Adj Close,Volume
73,2022-03-17,0.18636363636363637,0.10202020202020201,0.001888888888888889,158.61000061035156,161.0,157.6300048828125,160.6199951171875,158.80520629882812,75615400
74,2022-03-18,0.3804166666666667,0.21125,0.0014,160.50999450683594,164.47999572753906,159.75999450683594,163.97999572753906,162.1272430419922,123511700
77,2022-03-21,0.24102564102564103,0.12692307692307692,0.0013076923076923079,163.50999450683594,166.35000610351562,163.00999450683594,165.3800048828125,163.51144409179688,95811400
78,2022-03-22,0.27489898989898987,0.12585858585858584,0.0017000000000000001,165.50999450683594,169.4199981689453,164.91000366210938,168.82000732421875,166.91256713867188,81532000
79,2022-03-23,0.37841372912801485,0.0883812615955473,0.004714285714285714,167.99000549316406,172.63999938964844,167.64999389648438,170.2100067138672,168.28688049316406,98062700
80,2022-03-24,0.19166666666666665,0.09930555555555555,0.0033333333333333335,171.05999755859375,174.13999938964844,170.2100067138672,174.07000732421875,172.10328674316406,90131400
81,2022-03-25,0.2797348484848485,0.07485795454545455,0.0071875,173.8800048828125,175.27999877929688,172.75,174.72000122070312,172.7458953857422,80546200
84,2022-03-28,0.16415004748338083,0.11018518518518519,0.005388888888888889,172.1699981689453,175.72999572753906,172.0,175.60000610351562,173.615966796875,90371900
85,2022-03-29,0.24675324675324675,0.12462121212121212,0.001,176.69000244140625,179.00999450683594,176.33999633789062,178.9600067138672,176.93800354003906,100589400
86,2022-03-30,0.21268939393939393,0.02859848484848485,0.003583333333333333,178.5500030517578,179.61000061035156,176.6999969482422,177.77000427246094,175.761474609375,92633200
87,2022-03-31,0.3277777777777778,0.22916666666666666,0.0005833333333333334,177.83999633789062,178.02999877929688,174.39999389648438,174.61000061035156,172.63714599609375,103049300
88,2022-04-01,0.3473535353535354,0.13505050505050503,0.0021333333333333334,174.02999877929688,174.8800048828125,171.94000244140625,174.30999755859375,172.34054565429688,78751300
91,2022-04-04,0.391986531986532,0.22737373737373737,0.0023333333333333335,174.57000732421875,178.49000549316406,174.44000244140625,178.44000244140625,176.4238739013672,76468400
92,2022-04-05,0.3288510101010101,0.15164141414141413,0.0029444444444444444,177.5,178.3000030517578,174.4199981689453,175.05999755859375,173.0820770263672,73401800
93,2022-04-06,0.27584498834498833,0.09297785547785548,0.0035384615384615385,172.36000061035156,173.6300048828125,170.1300048828125,171.8300018310547,169.8885498046875,89058800
94,2022-04-07,0.35673400673400674,0.2297979797979798,0.0015555555555555557,171.16000366210938,173.36000061035156,169.85000610351562,172.13999938964844,170.19505310058594,77594700
95,2022-04-08,0.2383838383838384,0.023737373737373738,0.0006363636363636364,171.77999877929688,171.77999877929688,169.1999969482422,170.08999633789062,168.16822814941406,76575500
98,2022-04-11,0.18723776223776223,0.09020979020979022,0.004230769230769231,168.7100067138672,169.02999877929688,165.5,165.75,163.87725830078125,72246700
99,2022-04-12,0.290625,0.13125,0.0,168.02000427246094,169.8699951171875,166.63999938964844,167.66000366210938,165.76568603515625,79265200
100,2022-04-13,0.29256198347107437,0.09504132231404959,0.0029090909090909093,167.38999938964844,171.0399932861328,166.77000427246094,170.39999389648438,168.47471618652344,70618900
101,2022-04-14,0.30488478535353536,0.16789772727272728,0.0020625,170.6199951171875,171.27000427246094,165.0399932861328,165.2899932861328,163.4224395751953,75329400
105,2022-04-18,0.2818662818662819,0.1262926887926888,0.003666666666666667,163.9199981689453,166.60000610351562,163.57000732421875,165.07000732421875,163.20494079589844,69023900
106,2022-04-19,0.2819602272727273,0.08901515151515152,0.002875,165.02000427246094,167.82000732421875,163.91000366210938,167.39999389648438,165.50860595703125,67723800
107,2022-04-20,0.29668109668109666,0.07344877344877344,0.004166666666666667,168.75999450683594,168.8800048828125,166.10000610351562,167.22999572753906,165.3405303955078,67929800
108,2022-04-21,0.3274250440917108,0.0865079365079365,0.004888888888888889,168.91000366210938,171.52999877929688,165.91000366210938,166.4199981689453,164.5396728515625,87227800
109,2022-04-22,0.27341269841269844,0.040873015873015874,0.0025714285714285717,166.4600067138672,167.8699951171875,161.5,161.7899932861328,159.96200561523438,84882400
112,2022-04-25,0.2243722943722944,0.10831168831168832,0.0005,161.1199951171875,163.1699981689453,158.4600067138672,162.8800048828125,161.03968811035156,96046400
113,2022-04-26,0.3210493827160494,0.1252469135802469,0.0,162.25,162.33999633789062,156.72000122070312,156.8000030517578,155.02838134765625,95623200
114,2022-04-27,0.2840097402597403,0.0450487012987013,0.002,155.91000366210938,159.7899932861328,155.3800048828125,156.57000732421875,154.80099487304688,88063200
115,2022-04-28,0.224537037037037,0.14120370370370372,0.0011111111111111111,159.25,164.52000427246094,158.92999267578125,163.63999938964844,161.79110717773438,130216800
116,2022-04-29,0.24646464646464647,0.01565656565656565,0.005545454545454545,161.83999633789062,166.1999969482422,157.25,157.64999389648438,155.8687744140625,131747600
119,2022-05-02,0.15826118326118327,0.05983946608946608,0.00488888888888889,156.7100067138672,158.22999572753906,153.27000427246094,157.9600067138672,156.17527770996094,123055300
120,2022-05-03,0.28383838383838383,0.117003367003367,0.003888888888888889,158.14999389648438,160.7100067138672,156.32000732421875,159.47999572753906,157.67811584472656,88966500
121,2022-05-04,0.27054473304473303,0.11634199134199134,0.0029047619047619048,159.6699981689453,166.47999572753906,159.25999450683594,166.02000427246094,164.14418029785156,108256500
122,2022-05-05,0.2529761904761905,0.04107142857142858,0.002285714285714286,163.85000610351562,164.0800018310547,154.9499969482422,156.77000427246094,154.99871826171875,130525300
123,2022-05-06,0.09722222222222222,0.04722222222222222,0.005083333333333333,156.00999450683594,159.44000244140625,154.17999267578125,157.27999877929688,155.73141479492188,116124600
126,2022-05-09,0.2734983766233766,0.077830762987013,0.004125,154.92999267578125,155.8300018310547,151.49000549316406,152.05999755859375,150.5628204345703,131577900
127,2022-05-10,0.3333333333333333,0.16527777777777777,0.00225,155.52000427246094,156.74000549316406,152.92999267578125,154.50999450683594,152.9886932373047,115366700
128,2022-05-11,0.23432400932400935,0.17202797202797201,0.003,153.5,155.4499969482422,145.80999755859375,146.5,145.05755615234375,142689800
129,2022-05-12,0.2841597796143251,0.1634297520661157,0.002,142.77000427246094,146.1999969482422,138.8000030517578,142.55999755859375,141.1563720703125,182602000
130,2022-05-13,0.2,0.1,0.00175,144.58999633789062,148.10000610351562,143.11000061035156,147.11000061035156,145.6615753173828,113990900
133,2022-05-16,0.32727272727272727,0.028896103896103895,0.003,145.5500030517578,147.52000427246094,144.17999267578125,145.5399932861328,144.1070098876953,86643800
134,2022-05-17,0.3846256684491979,0.09171122994652406,0.0017058823529411764,148.86000061035156,149.77000427246094,146.67999267578125,149.24000549316406,147.77059936523438,78336300
135,2022-05-18,0.28496503496503495,0.09895104895104895,0.0026153846153846158,146.85000610351562,147.36000061035156,139.89999389648438,140.82000732421875,139.43350219726562,109742900
136,2022-05-19,0.2499005681818182,0.12154829545454546,0.00275,139.8800048828125,141.66000366210938,136.60000610351562,137.35000610351562,135.99766540527344,136095600
137,2022-05-20,0.42113997113997115,0.20284992784992786,0.0011111111111111111,139.08999633789062,140.6999969482422,132.61000061035156,137.58999633789062,136.2352752685547,137426100
140,2022-05-23,0.32252247752247754,0.09638861138861138,0.0018461538461538461,137.7899932861328,143.25999450683594,137.64999389648438,143.11000061035156,141.700927734375,117726300
141,2022-05-24,0.3661742424242424,0.17897727272727273,0.00275,140.80999755859375,141.97000122070312,137.3300018310547,140.36000061035156,138.97801208496094,104132700
142,2022-05-25,0.29967247664616087,0.03177830940988836,0.0034210526315789475,138.42999267578125,141.7899932861328,138.33999633789062,140.52000427246094,139.13645935058594,92482700
143,2022-05-26,0.22152777777777777,0.06736111111111111,0.0055000000000000005,137.38999938964844,144.33999633789062,137.13999938964844,143.77999877929688,142.36436462402344,90601500
144,2022-05-27,0.3526850649350649,0.11387337662337663,0.0007,145.38999938964844,149.67999267578125,145.25999450683594,149.63999938964844,148.16665649414062,90978500
148,2022-05-31,0.15707070707070708,0.04872251931075461,0.003,149.07000732421875,150.66000366210938,146.83999633789062,148.83999633789062,147.37452697753906,103718400
149,2022-06-01,0.29545454545454547,0.07863636363636363,0.0053,149.89999389648438,151.74000549316406,147.67999267578125,148.7100067138672,147.2458038330078,74286600
150,2022-06-02,0.30833333333333335,0.13636363636363638,0.0006363636363636364,147.8300018310547,151.27000427246094,146.86000061035156,151.2100067138672,149.72120666503906,72348100
151,2022-06-03,0.2521590909090909,0.09539772727272727,0.0046,146.89999389648438,147.97000122070312,144.4600067138672,145.3800048828125,143.9486083984375,88570300
154,2022-06-06,0.2532106782106782,0.06857864357864357,0.0045000000000000005,147.02999877929688,148.57000732421875,144.89999389648438,146.13999938964844,144.70111083984375,71598400
155,2022-06-07,0.31329781329781325,0.054169441669441674,0.003230769230769231,144.35000610351562,149.0,144.10000610351562,148.7100067138672,147.2458038330078,67808200
156,2022-06-08,0.27654545454545454,0.03186363636363636,0.00275,148.5800018310547,149.8699951171875,147.4600067138672,147.9600067138672,146.50320434570312,53950200
157,2022-06-09,0.19595959595959597,0.08712121212121211,0.0024444444444444444,147.0800018310547,147.9499969482422,142.52999877929688,142.63999938964844,141.235595703125,69473000
158,2022-06-10,0.31439963545226707,0.11394395078605606,0.0029473684210526317,140.27999877929688,140.75999450683594,137.05999755859375,137.1300048828125,135.7798309326172,91437900
161,2022-06-13,0.3632936507936508,0.1484126984126984,0.005833333333333334,132.8699951171875,135.1999969482422,131.44000244140625,131.8800048828125,130.58152770996094,122207100
162,2022-06-14,0.2554545454545455,0.14363636363636365,0.0014,133.1300048828125,133.88999938964844,131.47999572753906,132.75999450683594,131.45285034179688,84784300
163,2022-06-15,0.29551767676767676,0.023863636363636365,0.003833333333333334,134.2899932861328,137.33999633789062,132.16000366210938,135.42999267578125,134.09654235839844,91533000
164,2022-06-16,0.1534090909090909,0.021022727272727276,0.002125,132.0800018310547,132.38999938964844,129.0399932861328,130.05999755859375,128.77944946289062,108123900
165,2022-06-17,0.23333333333333334,0.071875,0.00275,130.07000732421875,133.0800018310547,129.80999755859375,131.55999755859375,130.26466369628906,134520300
169,2022-06-21,0.26733920841063696,0.03981910946196661,0.0018571428571428571,133.4199981689453,137.05999755859375,133.32000732421875,135.8699951171875,134.53224182128906,81000500
170,2022-06-22,0.27291280148423,0.03534322820037106,0.002142857142857143,134.7899932861328,137.75999450683594,133.91000366210938,135.35000610351562,134.01736450195312,73409200
171,2022-06-23,0.3450126262626263,0.1538510101010101,0.0021666666666666666,136.82000732421875,138.58999633789062,135.6300048828125,138.27000427246094,136.9086151123047,72433800
172,2022-06-24,0.20476190476190476,0.049999999999999996,0.0038571428571428576,139.89999389648438,141.91000366210938,139.77000427246094,141.66000366210938,140.26522827148438,89116800
175,2022-06-27,0.29986471861471864,0.08284632034632035,0.004,142.6999969482422,143.49000549316406,140.97000122070312,141.66000366210938,140.26522827148438,70207900
176,2022-06-28,0.3443181818181818,0.21704545454545454,0.00125,142.1300048828125,143.4199981689453,137.32000732421875,137.44000244140625,136.08676147460938,67083400
177,2022-06-29,0.24664502164502164,0.141017316017316,0.004142857142857143,137.4600067138672,140.6699981689453,136.6699981689453,139.22999572753906,137.85911560058594,66242400
178,2022-06-30,0.3136363636363636,0.046590909090909086,0.00175,137.25,138.3699951171875,133.77000427246094,136.72000122070312,135.37387084960938,98964500
179,2022-07-01,0.2441287878787879,0.1009469696969697,0.0024166666666666664,136.0399932861328,139.0399932861328,135.66000366210938,138.92999267578125,137.56210327148438,71051600
183,2022-07-05,0.375,0.1875,0.002625,137.77000427246094,141.61000061035156,136.92999267578125,141.55999755859375,140.1662139892578,73353800
184,2022-07-06,0.30243506493506495,0.15698051948051947,0.0031428571428571426,141.35000610351562,144.1199951171875,141.0800018310547,142.9199981689453,141.5128173828125,74064300
185,2022-07-07,0.38476190476190475,0.0963095238095238,0.0023333333333333335,143.2899932861328,146.5500030517578,143.27999877929688,146.35000610351562,144.90907287597656,66253700
186,2022-07-08,0.3789090909090909,0.13927272727272727,0.004399999999999999,145.25999450683594,147.5500030517578,145.0,147.0399932861328,145.5922393798828,64547800
189,2022-07-11,0.2958677685950413,0.17830578512396694,0.0066363636363636356,145.6699981689453,146.63999938964844,143.77999877929688,144.8699951171875,143.44361877441406,63141600
190,2022-07-12,0.27731481481481485,0.12361111111111112,0.0028333333333333335,145.75999450683594,148.4499969482422,145.0500030517578,145.86000061035156,144.42385864257812,77588800
191,2022-07-13,0.1627840909090909,0.03196022727272728,0.0015,142.99000549316406,146.4499969482422,142.1199951171875,145.49000549316406,144.05751037597656,71185600
192,2022-07-14,0.2849206349206349,0.1978174603174603,0.0027142857142857142,144.0800018310547,148.9499969482422,143.25,148.47000122070312,147.00816345214844,78140700
193,2022-07-15,0.3137310606060606,0.1452651515151515,0.00325,149.77999877929688,150.86000061035156,148.1999969482422,150.1699981689453,148.69143676757812,76259900
196,2022-07-18,0.18383838383838383,0.01515151515151515,0.0015555555555555557,150.74000549316406,151.57000732421875,146.6999969482422,147.07000732421875,145.62196350097656,81420900
197,2022-07-19,0.20782828282828283,0.03908459595959596,0.00225,147.9199981689453,151.22999572753906,146.91000366210938,151.0,149.5132598876953,82982400
198,2022-07-20,0.40247933884297526,-0.007438016528925617,0.0026363636363636363,151.1199951171875,153.72000122070312,150.3699951171875,153.0399932861328,151.53317260742188,64823400
199,2022-07-21,0.41565656565656567,0.11161616161616161,0.0005833333333333334,154.5,155.57000732421875,151.94000244140625,155.35000610351562,153.8204345703125,65086600
200,2022-07-22,0.3548430735930736,0.14902597402597403,0.0,155.38999938964844,156.27999877929688,153.41000366210938,154.08999633789062,152.5728302001953,66675400
203,2022-07-25,0.3380681818181818,0.04204545454545455,0.003875,154.00999450683594,155.0399932861328,152.27999877929688,152.9499969482422,151.44406127929688,53623900
204,2022-07-26,0.23966942148760328,0.047658402203856746,0.007454545454545455,152.25999450683594,153.08999633789062,150.8000030517578,151.60000610351562,150.1073455810547,55138700
205,2022-07-27,0.35,0.14907407407407408,0.0007777777777777778,152.5800018310547,157.3300018310547,152.16000366210938,156.7899932861328,155.24624633789062,78620700
206,2022-07-28,0.2132034632034632,0.00991612554112554,0.0037142857142857142,156.97999572753906,157.63999938964844,154.41000366210938,157.35000610351562,155.80075073242188,81378700
207,2022-07-29,0.20774621212121214,0.0571780303030303,0.005050000000000001,161.24000549316406,163.6300048828125,159.5,162.50999450683594,160.90992736816406,101786900
210,2022-08-01,0.20208333333333334,0.0006944444444444454,0.000875,161.00999450683594,163.58999633789062,160.88999938964844,161.50999450683594,159.9197998046875,67829400
211,2022-08-02,0.13236607142857143,0.04720982142857143,0.00375,160.10000610351562,162.41000366210938,159.6300048828125,160.00999450683594,158.43453979492188,59907000
212,2022-08-03,0.20757575757575755,0.1409090909090909,0.003,160.83999633789062,166.58999633789062,160.75,166.1300048828125,164.4943084716797,82507500
213,2022-08-04,0.2446717171717172,0.05654040404040404,0.0049,166.00999450683594,167.19000244140625,164.42999267578125,165.80999755859375,164.1774444580078,55474100
214,2022-08-05,0.2702991452991453,0.007264957264957265,0.005153846153846154,163.2100067138672,165.85000610351562,163.0,165.35000610351562,163.9493865966797,56697000
217,2022-08-08,0.322478354978355,0.07229707792207792,0.006916666666666667,166.3699951171875,167.80999755859375,164.1999969482422,164.8699951171875,163.47341918945312,60276900
218,2022-08-09,0.23421052631578948,0.18947368421052632,0.0,164.02000427246094,165.82000732421875,163.25,164.9199981689453,163.5230255126953,63135500
219,2022-08-10,0.2666982323232323,0.08809974747474747,0.004666666666666667,167.67999267578125,169.33999633789062,166.89999389648438,169.24000549316406,167.8064422607422,70170500
220,2022-08-11,0.16,0.08,0.0058000000000000005,170.05999755859375,170.99000549316406,168.19000244140625,168.49000549316406,167.06280517578125,57149200
221,2022-08-12,0.3701058201058201,0.20264550264550266,0.002111111111111111,169.82000732421875,172.1699981689453,169.39999389648438,172.10000610351562,170.64222717285156,68039400
224,2022-08-15,0.5,0.3333333333333333,0.008666666666666666,171.52000427246094,173.38999938964844,171.35000610351562,173.19000244140625,171.72296142578125,54091700
225,2022-08-16,0.3774621212121212,0.11136363636363637,0.00325,172.77999877929688,173.7100067138672,171.66000366210938,173.02999877929688,171.5643310546875,56377100
226,2022-08-17,0.11699346405228758,0.0261437908496732,0.004352941176470588,172.77000427246094,176.14999389648438,172.57000732421875,174.5500030517578,173.07147216796875,79542000
227,2022-08-18,0.30668449197860964,0.14024064171122994,0.002235294117647059,173.75,174.89999389648438,173.1199951171875,174.14999389648438,172.67483520507812,62290100
228,2022-08-19,0.2473856209150327,0.15343137254901962,0.004764705882352942,173.02999877929688,173.74000549316406,171.30999755859375,171.52000427246094,170.067138671875,70346300
231,2022-08-22,0.2620320855614973,0.04625668449197861,0.0019411764705882354,169.69000244140625,169.86000061035156,167.13999938964844,167.57000732421875,166.15057373046875,69026800
232,2022-08-23,0.17768595041322313,0.08512396694214876,0.0057272727272727275,167.0800018310547,168.7100067138672,166.64999389648438,167.22999572753906,165.81346130371094,54147100
233,2022-08-24,0.2724242424242424,0.1693939393939394,0.002266666666666667,167.32000732421875,168.11000061035156,166.25,167.52999877929688,166.11093139648438,53841500
234,2022-08-25,0.3187878787878788,0.0703030303030303,0.0033,168.77999877929688,170.13999938964844,168.35000610351562,170.02999877929688,168.58973693847656,51218200
235,2022-08-26,0.4670328282828283,0.19001262626262627,0.0055,170.57000732421875,171.0500030517578,163.55999755859375,163.6199951171875,162.23403930664062,78961000
238,2022-08-29,0.39375,0.006249999999999996,0.004666666666666666,161.14999389648438,162.89999389648438,159.82000732421875,161.3800048828125,160.0130157470703,73314000
239,2022-08-30,0.21576334776334777,0.08881096681096681,0.0077333333333333325,162.1300048828125,162.55999755859375,157.72000122070312,158.91000366210938,157.56394958496094,77906200
240,2022-08-31,0.3530885780885781,0.038461538461538464,0.007307692307692308,160.30999755859375,160.5800018310547,157.13999938964844,157.22000122070312,155.8882598876953,87991100
241,2022-09-01,0.25097890671420087,0.0706008615567439,0.005470588235294118,156.63999938964844,158.4199981689453,154.6699981689453,157.9600067138672,156.6219940185547,74229900
242,2022-09-02,0.39167697381983096,0.04061533704390848,0.007928571428571429,159.75,160.36000061035156,154.97000122070312,155.80999755859375,154.49020385742188,76957800
246,2022-09-06,0.3802759740259741,0.12297077922077923,0.011428571428571429,156.47000122070312,157.08999633789062,153.69000244140625,154.52999877929688,153.22103881835938,73714800
247,2022-09-07,0.38847566574839304,0.12211509029690848,0.013151515151515152,154.82000732421875,156.6699981689453,153.61000061035156,155.9600067138672,154.63893127441406,87449600
248,2022-09-08,0.33630952380952384,0.09833010556694767,0.01631578947368421,154.63999938964844,156.36000061035156,152.67999267578125,154.4600067138672,153.15164184570312,84923800
249,2022-09-09,0.2810754604872252,0.17393048128342248,0.012411764705882353,155.47000122070312,157.82000732421875,154.75,157.3699951171875,156.03697204589844,68028800
252,2022-09-12,0.2852272727272727,0.14446022727272728,0.00825,159.58999633789062,164.25999450683594,159.3000030517578,163.42999267578125,162.045654296875,104956000
253,2022-09-13,0.35025252525252526,0.1159090909090909,0.0019444444444444446,159.89999389648438,160.5399932861328,153.3699951171875,153.83999633789062,152.53688049316406,122656600
254,2022-09-14,0.290642217630854,0.0712551652892562,0.003863636363636364,154.7899932861328,157.10000610351562,153.61000061035156,155.30999755859375,153.9944305419922,87965400
255,2022-09-15,0.3146797839506173,0.17386188271604938,0.003416666666666667,154.64999389648438,155.24000549316406,151.3800048828125,152.3699951171875,151.079345703125,90481100
256,2022-09-16,0.2475171758066495,0.11576493681756839,0.0027368421052631577,151.2100067138672,151.35000610351562,148.3699951171875,150.6999969482422,149.42347717285156,162278800
259,2022-09-19,0.27449494949494946,0.13484848484848486,0.007333333333333333,149.30999755859375,154.55999755859375,149.10000610351562,154.47999572753906,153.17144775390625,81474200
